stripe index = 0
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 32354, cyclesPerValue = 1.9747314453125
numRows = 16384, numCols = 16384, numValues = 409600, sparsity = 99.847412109375%, tolerance = 1e-05, totalCycles = 801496, cyclesPerValue = 1.95677734375
numRows = 16384, numCols = 16384, numValues = 425984, sparsity = 99.84130859375%, tolerance = 1e-05, totalCycles = 831396, cyclesPerValue = 1.9517071063701923
numRows = 16384, numCols = 16384, numValues = 442368, sparsity = 99.835205078125%, tolerance = 1e-05, totalCycles = 864299, cyclesPerValue = 1.9538009078414351
numRows = 16384, numCols = 16384, numValues = 458752, sparsity = 99.8291015625%, tolerance = 1e-05, totalCycles = 896100, cyclesPerValue = 1.9533429827008928
numRows = 16384, numCols = 16384, numValues = 475136, sparsity = 99.822998046875%, tolerance = 1e-05, totalCycles = 928315, cyclesPerValue = 1.9537879680765087
numRows = 16384, numCols = 16384, numValues = 491520, sparsity = 99.81689453125%, tolerance = 1e-05, totalCycles = 959739, cyclesPerValue = 1.952593994140625
numRows = 16384, numCols = 16384, numValues = 507904, sparsity = 99.810791015625%, tolerance = 1e-05, totalCycles = 992433, cyclesPerValue = 1.953977523311492
numRows = 16384, numCols = 16384, numValues = 524288, sparsity = 99.8046875%, tolerance = 1e-05, totalCycles = 1025793, cyclesPerValue = 1.9565448760986328
numRows = 16384, numCols = 16384, numValues = 540672, sparsity = 99.798583984375%, tolerance = 1e-05, totalCycles = 1060659, cyclesPerValue = 1.9617420543323865
numRows = 16384, numCols = 16384, numValues = 557056, sparsity = 99.79248046875%, tolerance = 1e-05, totalCycles = 1094540, cyclesPerValue = 1.964865291819853
numRows = 16384, numCols = 16384, numValues = 573440, sparsity = 99.786376953125%, tolerance = 1e-05, totalCycles = 1130920, cyclesPerValue = 1.97216796875
numRows = 16384, numCols = 16384, numValues = 589824, sparsity = 99.7802734375%, tolerance = 1e-05, totalCycles = 1170781, cyclesPerValue = 1.9849667019314237
numRows = 16384, numCols = 16384, numValues = 606208, sparsity = 99.774169921875%, tolerance = 1e-05, totalCycles = 1212294, cyclesPerValue = 1.9997987489442568
numRows = 16384, numCols = 16384, numValues = 622592, sparsity = 99.76806640625%, tolerance = 1e-05, totalCycles = 1261958, cyclesPerValue = 2.026942202919408
numRows = 16384, numCols = 16384, numValues = 638976, sparsity = 99.761962890625%, tolerance = 1e-05, totalCycles = 1316163, cyclesPerValue = 2.0598003680889425
numRows = 16384, numCols = 16384, numValues = 655360, sparsity = 99.755859375%, tolerance = 1e-05, totalCycles = 1378162, cyclesPerValue = 2.1029083251953127
numRows = 16384, numCols = 16384, numValues = 671744, sparsity = 99.749755859375%, tolerance = 1e-05, totalCycles = 1451070, cyclesPerValue = 2.1601532726753048
numRows = 16384, numCols = 16384, numValues = 688128, sparsity = 99.74365234375%, tolerance = 1e-05, totalCycles = 1529492, cyclesPerValue = 2.222685314360119
numRows = 16384, numCols = 16384, numValues = 704512, sparsity = 99.737548828125%, tolerance = 1e-05, totalCycles = 1619790, cyclesPerValue = 2.2991659474927326
numRows = 16384, numCols = 16384, numValues = 720896, sparsity = 99.7314453125%, tolerance = 1e-05, totalCycles = 1720934, cyclesPerValue = 2.387215354225852
numRows = 16384, numCols = 16384, numValues = 737280, sparsity = 99.725341796875%, tolerance = 1e-05, totalCycles = 1829473, cyclesPerValue = 2.481381564670139
numRows = 16384, numCols = 16384, numValues = 753664, sparsity = 99.71923828125%, tolerance = 1e-05, totalCycles = 1943529, cyclesPerValue = 2.578773830247962
numRows = 16384, numCols = 16384, numValues = 770048, sparsity = 99.713134765625%, tolerance = 1e-05, totalCycles = 2066316, cyclesPerValue = 2.683359998337766
numRows = 16384, numCols = 16384, numValues = 786432, sparsity = 99.70703125%, tolerance = 1e-05, totalCycles = 2198531, cyclesPerValue = 2.795576731363932
numRows = 16384, numCols = 16384, numValues = 802816, sparsity = 99.700927734375%, tolerance = 1e-05, totalCycles = 2331313, cyclesPerValue = 2.903919453523597
numRows = 16384, numCols = 16384, numValues = 819200, sparsity = 99.69482421875%, tolerance = 1e-05, totalCycles = 2466118, cyclesPerValue = 3.01039794921875
numRows = 16384, numCols = 16384, numValues = 835584, sparsity = 99.688720703125%, tolerance = 1e-05, totalCycles = 2604725, cyclesPerValue = 3.117250928691789
numRows = 16384, numCols = 16384, numValues = 851968, sparsity = 99.6826171875%, tolerance = 1e-05, totalCycles = 2749173, cyclesPerValue = 3.226850069486178
numRows = 16384, numCols = 16384, numValues = 868352, sparsity = 99.676513671875%, tolerance = 1e-05, totalCycles = 2891991, cyclesPerValue = 3.330436274690448
numRows = 16384, numCols = 16384, numValues = 884736, sparsity = 99.67041015625%, tolerance = 1e-05, totalCycles = 3036763, cyclesPerValue = 3.4323945222077548
numRows = 16384, numCols = 16384, numValues = 901120, sparsity = 99.664306640625%, tolerance = 1e-05, totalCycles = 3182553, cyclesPerValue = 3.53177490234375
numRows = 16384, numCols = 16384, numValues = 917504, sparsity = 99.658203125%, tolerance = 1e-05, totalCycles = 3329335, cyclesPerValue = 3.628687177385603
numRows = 16384, numCols = 16384, numValues = 933888, sparsity = 99.652099609375%, tolerance = 1e-05, totalCycles = 3476017, cyclesPerValue = 3.7220919425027414
numRows = 16384, numCols = 16384, numValues = 950272, sparsity = 99.64599609375%, tolerance = 1e-05, totalCycles = 3622400, cyclesPerValue = 3.8119612068965516
numRows = 16384, numCols = 16384, numValues = 966656, sparsity = 99.639892578125%, tolerance = 1e-05, totalCycles = 3769452, cyclesPerValue = 3.899476132150424
numRows = 16384, numCols = 16384, numValues = 983040, sparsity = 99.6337890625%, tolerance = 1e-05, totalCycles = 3916646, cyclesPerValue = 3.9842183430989584
numRows = 16384, numCols = 16384, numValues = 999424, sparsity = 99.627685546875%, tolerance = 1e-05, totalCycles = 4063905, cyclesPerValue = 4.066247158363217
numRows = 16384, numCols = 16384, numValues = 1015808, sparsity = 99.62158203125%, tolerance = 1e-05, totalCycles = 4211497, cyclesPerValue = 4.145957700667843
numRows = 16384, numCols = 16384, numValues = 1032192, sparsity = 99.615478515625%, tolerance = 1e-05, totalCycles = 4358753, cyclesPerValue = 4.222812228732639
numRows = 16384, numCols = 16384, numValues = 1048576, sparsity = 99.609375%, tolerance = 1e-05, totalCycles = 4506247, cyclesPerValue = 4.297492027282715
numRows = 16384, numCols = 16384, numValues = 1064960, sparsity = 99.603271484375%, tolerance = 1e-05, totalCycles = 4653594, cyclesPerValue = 4.369735952524039
numRows = 16384, numCols = 16384, numValues = 1081344, sparsity = 99.59716796875%, tolerance = 1e-05, totalCycles = 4801060, cyclesPerValue = 4.439900716145833
numRows = 16384, numCols = 16384, numValues = 1097728, sparsity = 99.591064453125%, tolerance = 1e-05, totalCycles = 4948424, cyclesPerValue = 4.507878090018656
numRows = 16384, numCols = 16384, numValues = 1114112, sparsity = 99.5849609375%, tolerance = 1e-05, totalCycles = 5095885, cyclesPerValue = 4.573943194221048
numRows = 16384, numCols = 16384, numValues = 1130496, sparsity = 99.578857421875%, tolerance = 1e-05, totalCycles = 5243348, cyclesPerValue = 4.6380951370018115
numRows = 16384, numCols = 16384, numValues = 1146880, sparsity = 99.57275390625%, tolerance = 1e-05, totalCycles = 5390792, cyclesPerValue = 4.700397600446428
numRows = 16384, numCols = 16384, numValues = 1163264, sparsity = 99.566650390625%, tolerance = 1e-05, totalCycles = 5538248, cyclesPerValue = 4.760955380721831
numRows = 16384, numCols = 16384, numValues = 1179648, sparsity = 99.560546875%, tolerance = 1e-05, totalCycles = 5685768, cyclesPerValue = 4.81988525390625
numRows = 16384, numCols = 16384, numValues = 1196032, sparsity = 99.554443359375%, tolerance = 1e-05, totalCycles = 5833160, cyclesPerValue = 4.877093589469178
numRows = 16384, numCols = 16384, numValues = 1212416, sparsity = 99.54833984375%, tolerance = 1e-05, totalCycles = 5980634, cyclesPerValue = 4.932823387352196
numRows = 16384, numCols = 16384, numValues = 1228800, sparsity = 99.542236328125%, tolerance = 1e-05, totalCycles = 6128157, cyclesPerValue = 4.98710693359375
stripe index = 1
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 27230, cyclesPerValue = 1.6619873046875
numRows = 16384, numCols = 16384, numValues = 32768, sparsity = 99.98779296875%, tolerance = 1e-05, totalCycles = 52837, cyclesPerValue = 1.612457275390625
numRows = 16384, numCols = 16384, numValues = 49152, sparsity = 99.981689453125%, tolerance = 1e-05, totalCycles = 80232, cyclesPerValue = 1.63232421875
numRows = 16384, numCols = 16384, numValues = 65536, sparsity = 99.9755859375%, tolerance = 1e-05, totalCycles = 105376, cyclesPerValue = 1.60791015625
numRows = 16384, numCols = 16384, numValues = 81920, sparsity = 99.969482421875%, tolerance = 1e-05, totalCycles = 131500, cyclesPerValue = 1.605224609375
numRows = 16384, numCols = 16384, numValues = 98304, sparsity = 99.96337890625%, tolerance = 1e-05, totalCycles = 158291, cyclesPerValue = 1.6102193196614583
numRows = 16384, numCols = 16384, numValues = 114688, sparsity = 99.957275390625%, tolerance = 1e-05, totalCycles = 185050, cyclesPerValue = 1.6135079520089286
numRows = 16384, numCols = 16384, numValues = 131072, sparsity = 99.951171875%, tolerance = 1e-05, totalCycles = 210219, cyclesPerValue = 1.6038436889648438
numRows = 16384, numCols = 16384, numValues = 147456, sparsity = 99.945068359375%, tolerance = 1e-05, totalCycles = 236251, cyclesPerValue = 1.6021796332465277
numRows = 16384, numCols = 16384, numValues = 163840, sparsity = 99.93896484375%, tolerance = 1e-05, totalCycles = 262654, cyclesPerValue = 1.60311279296875
numRows = 16384, numCols = 16384, numValues = 180224, sparsity = 99.932861328125%, tolerance = 1e-05, totalCycles = 289074, cyclesPerValue = 1.6039706143465908
numRows = 16384, numCols = 16384, numValues = 196608, sparsity = 99.9267578125%, tolerance = 1e-05, totalCycles = 315281, cyclesPerValue = 1.6036020914713542
numRows = 16384, numCols = 16384, numValues = 212992, sparsity = 99.920654296875%, tolerance = 1e-05, totalCycles = 341031, cyclesPerValue = 1.6011446439302885
numRows = 16384, numCols = 16384, numValues = 229376, sparsity = 99.91455078125%, tolerance = 1e-05, totalCycles = 367097, cyclesPerValue = 1.6004159109933036
numRows = 16384, numCols = 16384, numValues = 245760, sparsity = 99.908447265625%, tolerance = 1e-05, totalCycles = 392860, cyclesPerValue = 1.5985514322916667
numRows = 16384, numCols = 16384, numValues = 262144, sparsity = 99.90234375%, tolerance = 1e-05, totalCycles = 419119, cyclesPerValue = 1.5988121032714844
numRows = 16384, numCols = 16384, numValues = 278528, sparsity = 99.896240234375%, tolerance = 1e-05, totalCycles = 443825, cyclesPerValue = 1.593466366038603
numRows = 16384, numCols = 16384, numValues = 294912, sparsity = 99.89013671875%, tolerance = 1e-05, totalCycles = 469497, cyclesPerValue = 1.5919901529947917
numRows = 16384, numCols = 16384, numValues = 311296, sparsity = 99.884033203125%, tolerance = 1e-05, totalCycles = 495384, cyclesPerValue = 1.5913599917763157
numRows = 16384, numCols = 16384, numValues = 327680, sparsity = 99.8779296875%, tolerance = 1e-05, totalCycles = 521356, cyclesPerValue = 1.59105224609375
numRows = 16384, numCols = 16384, numValues = 344064, sparsity = 99.871826171875%, tolerance = 1e-05, totalCycles = 546011, cyclesPerValue = 1.586946033296131
numRows = 16384, numCols = 16384, numValues = 360448, sparsity = 99.86572265625%, tolerance = 1e-05, totalCycles = 571301, cyclesPerValue = 1.5849748091264204
numRows = 16384, numCols = 16384, numValues = 376832, sparsity = 99.859619140625%, tolerance = 1e-05, totalCycles = 595440, cyclesPerValue = 1.5801205842391304
numRows = 16384, numCols = 16384, numValues = 393216, sparsity = 99.853515625%, tolerance = 1e-05, totalCycles = 621279, cyclesPerValue = 1.5799942016601562
numRows = 16384, numCols = 16384, numValues = 409600, sparsity = 99.847412109375%, tolerance = 1e-05, totalCycles = 646522, cyclesPerValue = 1.5784228515625
numRows = 16384, numCols = 16384, numValues = 425984, sparsity = 99.84130859375%, tolerance = 1e-05, totalCycles = 671750, cyclesPerValue = 1.5769371619591346
numRows = 16384, numCols = 16384, numValues = 442368, sparsity = 99.835205078125%, tolerance = 1e-05, totalCycles = 696466, cyclesPerValue = 1.5744041160300926
numRows = 16384, numCols = 16384, numValues = 458752, sparsity = 99.8291015625%, tolerance = 1e-05, totalCycles = 722129, cyclesPerValue = 1.5741162981305803
numRows = 16384, numCols = 16384, numValues = 475136, sparsity = 99.822998046875%, tolerance = 1e-05, totalCycles = 748655, cyclesPerValue = 1.5756646518049569
numRows = 16384, numCols = 16384, numValues = 491520, sparsity = 99.81689453125%, tolerance = 1e-05, totalCycles = 777549, cyclesPerValue = 1.581927490234375
numRows = 16384, numCols = 16384, numValues = 507904, sparsity = 99.810791015625%, tolerance = 1e-05, totalCycles = 806330, cyclesPerValue = 1.5875637915826613
numRows = 16384, numCols = 16384, numValues = 524288, sparsity = 99.8046875%, tolerance = 1e-05, totalCycles = 840067, cyclesPerValue = 1.6023006439208984
numRows = 16384, numCols = 16384, numValues = 540672, sparsity = 99.798583984375%, tolerance = 1e-05, totalCycles = 870930, cyclesPerValue = 1.6108287464488635
numRows = 16384, numCols = 16384, numValues = 557056, sparsity = 99.79248046875%, tolerance = 1e-05, totalCycles = 908899, cyclesPerValue = 1.6316115435431986
numRows = 16384, numCols = 16384, numValues = 573440, sparsity = 99.786376953125%, tolerance = 1e-05, totalCycles = 953497, cyclesPerValue = 1.6627668108258928
numRows = 16384, numCols = 16384, numValues = 589824, sparsity = 99.7802734375%, tolerance = 1e-05, totalCycles = 1005047, cyclesPerValue = 1.703977796766493
numRows = 16384, numCols = 16384, numValues = 606208, sparsity = 99.774169921875%, tolerance = 1e-05, totalCycles = 1058463, cyclesPerValue = 1.7460393132390202
numRows = 16384, numCols = 16384, numValues = 622592, sparsity = 99.76806640625%, tolerance = 1e-05, totalCycles = 1124521, cyclesPerValue = 1.8061924984580593
numRows = 16384, numCols = 16384, numValues = 638976, sparsity = 99.761962890625%, tolerance = 1e-05, totalCycles = 1198840, cyclesPerValue = 1.8761894030448718
numRows = 16384, numCols = 16384, numValues = 655360, sparsity = 99.755859375%, tolerance = 1e-05, totalCycles = 1279195, cyclesPerValue = 1.9518966674804688
numRows = 16384, numCols = 16384, numValues = 671744, sparsity = 99.749755859375%, tolerance = 1e-05, totalCycles = 1367222, cyclesPerValue = 2.0353319121570124
numRows = 16384, numCols = 16384, numValues = 688128, sparsity = 99.74365234375%, tolerance = 1e-05, totalCycles = 1463858, cyclesPerValue = 2.1273048037574407
numRows = 16384, numCols = 16384, numValues = 704512, sparsity = 99.737548828125%, tolerance = 1e-05, totalCycles = 1568138, cyclesPerValue = 2.2258499500363373
numRows = 16384, numCols = 16384, numValues = 720896, sparsity = 99.7314453125%, tolerance = 1e-05, totalCycles = 1679707, cyclesPerValue = 2.330026799982244
numRows = 16384, numCols = 16384, numValues = 737280, sparsity = 99.725341796875%, tolerance = 1e-05, totalCycles = 1799055, cyclesPerValue = 2.44012451171875
numRows = 16384, numCols = 16384, numValues = 753664, sparsity = 99.71923828125%, tolerance = 1e-05, totalCycles = 1925092, cyclesPerValue = 2.5543106742527173
numRows = 16384, numCols = 16384, numValues = 770048, sparsity = 99.713134765625%, tolerance = 1e-05, totalCycles = 2051994, cyclesPerValue = 2.664761157746011
numRows = 16384, numCols = 16384, numValues = 786432, sparsity = 99.70703125%, tolerance = 1e-05, totalCycles = 2184894, cyclesPerValue = 2.7782363891601562
numRows = 16384, numCols = 16384, numValues = 802816, sparsity = 99.700927734375%, tolerance = 1e-05, totalCycles = 2321884, cyclesPerValue = 2.89217454559949
numRows = 16384, numCols = 16384, numValues = 819200, sparsity = 99.69482421875%, tolerance = 1e-05, totalCycles = 2462215, cyclesPerValue = 3.005633544921875
numRows = 16384, numCols = 16384, numValues = 835584, sparsity = 99.688720703125%, tolerance = 1e-05, totalCycles = 2604356, cyclesPerValue = 3.116809321384804
numRows = 16384, numCols = 16384, numValues = 851968, sparsity = 99.6826171875%, tolerance = 1e-05, totalCycles = 2747124, cyclesPerValue = 3.224445049579327
numRows = 16384, numCols = 16384, numValues = 868352, sparsity = 99.676513671875%, tolerance = 1e-05, totalCycles = 2891009, cyclesPerValue = 3.3293053968897404
numRows = 16384, numCols = 16384, numValues = 884736, sparsity = 99.67041015625%, tolerance = 1e-05, totalCycles = 3037339, cyclesPerValue = 3.4330455638744213
numRows = 16384, numCols = 16384, numValues = 901120, sparsity = 99.664306640625%, tolerance = 1e-05, totalCycles = 3182468, cyclesPerValue = 3.5316805752840907
numRows = 16384, numCols = 16384, numValues = 917504, sparsity = 99.658203125%, tolerance = 1e-05, totalCycles = 3328763, cyclesPerValue = 3.628063746861049
numRows = 16384, numCols = 16384, numValues = 933888, sparsity = 99.652099609375%, tolerance = 1e-05, totalCycles = 3475449, cyclesPerValue = 3.7214837325246712
numRows = 16384, numCols = 16384, numValues = 950272, sparsity = 99.64599609375%, tolerance = 1e-05, totalCycles = 3622320, cyclesPerValue = 3.811877020474138
numRows = 16384, numCols = 16384, numValues = 966656, sparsity = 99.639892578125%, tolerance = 1e-05, totalCycles = 3769325, cyclesPerValue = 3.8993447513903603
numRows = 16384, numCols = 16384, numValues = 983040, sparsity = 99.6337890625%, tolerance = 1e-05, totalCycles = 3916782, cyclesPerValue = 3.984356689453125
numRows = 16384, numCols = 16384, numValues = 999424, sparsity = 99.627685546875%, tolerance = 1e-05, totalCycles = 4064076, cyclesPerValue = 4.066418256915983
numRows = 16384, numCols = 16384, numValues = 1015808, sparsity = 99.62158203125%, tolerance = 1e-05, totalCycles = 4211373, cyclesPerValue = 4.145835630355343
numRows = 16384, numCols = 16384, numValues = 1032192, sparsity = 99.615478515625%, tolerance = 1e-05, totalCycles = 4358740, cyclesPerValue = 4.222799634176587
numRows = 16384, numCols = 16384, numValues = 1048576, sparsity = 99.609375%, tolerance = 1e-05, totalCycles = 4506088, cyclesPerValue = 4.297340393066406
numRows = 16384, numCols = 16384, numValues = 1064960, sparsity = 99.603271484375%, tolerance = 1e-05, totalCycles = 4653618, cyclesPerValue = 4.369758488581731
numRows = 16384, numCols = 16384, numValues = 1081344, sparsity = 99.59716796875%, tolerance = 1e-05, totalCycles = 4801008, cyclesPerValue = 4.439852627840909
numRows = 16384, numCols = 16384, numValues = 1097728, sparsity = 99.591064453125%, tolerance = 1e-05, totalCycles = 4948498, cyclesPerValue = 4.5079455019822765
numRows = 16384, numCols = 16384, numValues = 1114112, sparsity = 99.5849609375%, tolerance = 1e-05, totalCycles = 5095922, cyclesPerValue = 4.573976404526654
numRows = 16384, numCols = 16384, numValues = 1130496, sparsity = 99.578857421875%, tolerance = 1e-05, totalCycles = 5243336, cyclesPerValue = 4.638084522192029
numRows = 16384, numCols = 16384, numValues = 1146880, sparsity = 99.57275390625%, tolerance = 1e-05, totalCycles = 5390894, cyclesPerValue = 4.700486537388393
numRows = 16384, numCols = 16384, numValues = 1163264, sparsity = 99.566650390625%, tolerance = 1e-05, totalCycles = 5538262, cyclesPerValue = 4.760967415823063
numRows = 16384, numCols = 16384, numValues = 1179648, sparsity = 99.560546875%, tolerance = 1e-05, totalCycles = 5685704, cyclesPerValue = 4.819831000434028
numRows = 16384, numCols = 16384, numValues = 1196032, sparsity = 99.554443359375%, tolerance = 1e-05, totalCycles = 5833160, cyclesPerValue = 4.877093589469178
numRows = 16384, numCols = 16384, numValues = 1212416, sparsity = 99.54833984375%, tolerance = 1e-05, totalCycles = 5980616, cyclesPerValue = 4.932808540962838
numRows = 16384, numCols = 16384, numValues = 1228800, sparsity = 99.542236328125%, tolerance = 1e-05, totalCycles = 6128077, cyclesPerValue = 4.987041829427083
stripe index = 2
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 27559, cyclesPerValue = 1.68206787109375
numRows = 16384, numCols = 16384, numValues = 32768, sparsity = 99.98779296875%, tolerance = 1e-05, totalCycles = 50081, cyclesPerValue = 1.528350830078125
numRows = 16384, numCols = 16384, numValues = 49152, sparsity = 99.981689453125%, tolerance = 1e-05, totalCycles = 74773, cyclesPerValue = 1.5212605794270833
numRows = 16384, numCols = 16384, numValues = 65536, sparsity = 99.9755859375%, tolerance = 1e-05, totalCycles = 99724, cyclesPerValue = 1.52166748046875
numRows = 16384, numCols = 16384, numValues = 81920, sparsity = 99.969482421875%, tolerance = 1e-05, totalCycles = 124245, cyclesPerValue = 1.51666259765625
numRows = 16384, numCols = 16384, numValues = 98304, sparsity = 99.96337890625%, tolerance = 1e-05, totalCycles = 149193, cyclesPerValue = 1.517669677734375
numRows = 16384, numCols = 16384, numValues = 114688, sparsity = 99.957275390625%, tolerance = 1e-05, totalCycles = 174007, cyclesPerValue = 1.5172206333705358
numRows = 16384, numCols = 16384, numValues = 131072, sparsity = 99.951171875%, tolerance = 1e-05, totalCycles = 198866, cyclesPerValue = 1.5172271728515625
numRows = 16384, numCols = 16384, numValues = 147456, sparsity = 99.945068359375%, tolerance = 1e-05, totalCycles = 223387, cyclesPerValue = 1.5149400499131944
numRows = 16384, numCols = 16384, numValues = 163840, sparsity = 99.93896484375%, tolerance = 1e-05, totalCycles = 248618, cyclesPerValue = 1.51744384765625
numRows = 16384, numCols = 16384, numValues = 180224, sparsity = 99.932861328125%, tolerance = 1e-05, totalCycles = 273365, cyclesPerValue = 1.5168068625710227
numRows = 16384, numCols = 16384, numValues = 196608, sparsity = 99.9267578125%, tolerance = 1e-05, totalCycles = 297965, cyclesPerValue = 1.5155283610026042
numRows = 16384, numCols = 16384, numValues = 212992, sparsity = 99.920654296875%, tolerance = 1e-05, totalCycles = 322168, cyclesPerValue = 1.5125826322115385
numRows = 16384, numCols = 16384, numValues = 229376, sparsity = 99.91455078125%, tolerance = 1e-05, totalCycles = 346765, cyclesPerValue = 1.5117754255022322
numRows = 16384, numCols = 16384, numValues = 245760, sparsity = 99.908447265625%, tolerance = 1e-05, totalCycles = 372339, cyclesPerValue = 1.51505126953125
numRows = 16384, numCols = 16384, numValues = 262144, sparsity = 99.90234375%, tolerance = 1e-05, totalCycles = 396396, cyclesPerValue = 1.5121307373046875
numRows = 16384, numCols = 16384, numValues = 278528, sparsity = 99.896240234375%, tolerance = 1e-05, totalCycles = 420748, cyclesPerValue = 1.5106129365808822
numRows = 16384, numCols = 16384, numValues = 294912, sparsity = 99.89013671875%, tolerance = 1e-05, totalCycles = 445424, cyclesPerValue = 1.5103624131944444
numRows = 16384, numCols = 16384, numValues = 311296, sparsity = 99.884033203125%, tolerance = 1e-05, totalCycles = 470726, cyclesPerValue = 1.5121492084703947
numRows = 16384, numCols = 16384, numValues = 327680, sparsity = 99.8779296875%, tolerance = 1e-05, totalCycles = 495358, cyclesPerValue = 1.511712646484375
numRows = 16384, numCols = 16384, numValues = 344064, sparsity = 99.871826171875%, tolerance = 1e-05, totalCycles = 519298, cyclesPerValue = 1.509306408110119
numRows = 16384, numCols = 16384, numValues = 360448, sparsity = 99.86572265625%, tolerance = 1e-05, totalCycles = 544091, cyclesPerValue = 1.5094854181463069
numRows = 16384, numCols = 16384, numValues = 376832, sparsity = 99.859619140625%, tolerance = 1e-05, totalCycles = 568661, cyclesPerValue = 1.509057086447011
numRows = 16384, numCols = 16384, numValues = 393216, sparsity = 99.853515625%, tolerance = 1e-05, totalCycles = 592858, cyclesPerValue = 1.5077158610026042
numRows = 16384, numCols = 16384, numValues = 409600, sparsity = 99.847412109375%, tolerance = 1e-05, totalCycles = 617931, cyclesPerValue = 1.50862060546875
numRows = 16384, numCols = 16384, numValues = 425984, sparsity = 99.84130859375%, tolerance = 1e-05, totalCycles = 643324, cyclesPerValue = 1.5102069561298077
numRows = 16384, numCols = 16384, numValues = 442368, sparsity = 99.835205078125%, tolerance = 1e-05, totalCycles = 669812, cyclesPerValue = 1.5141511140046295
numRows = 16384, numCols = 16384, numValues = 458752, sparsity = 99.8291015625%, tolerance = 1e-05, totalCycles = 695516, cyclesPerValue = 1.5161045619419642
