stripe index = 0
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 33132, cyclesPerValue = 2.022216796875
numRows = 16384, numCols = 16384, numValues = 360448, sparsity = 99.86572265625%, tolerance = 1e-05, totalCycles = 721957, cyclesPerValue = 2.0029435591264204
numRows = 16384, numCols = 16384, numValues = 376832, sparsity = 99.859619140625%, tolerance = 1e-05, totalCycles = 754816, cyclesPerValue = 2.003057065217391
numRows = 16384, numCols = 16384, numValues = 393216, sparsity = 99.853515625%, tolerance = 1e-05, totalCycles = 787636, cyclesPerValue = 2.0030619303385415
numRows = 16384, numCols = 16384, numValues = 409600, sparsity = 99.847412109375%, tolerance = 1e-05, totalCycles = 820481, cyclesPerValue = 2.00312744140625
numRows = 16384, numCols = 16384, numValues = 425984, sparsity = 99.84130859375%, tolerance = 1e-05, totalCycles = 853096, cyclesPerValue = 2.0026479867788463
numRows = 16384, numCols = 16384, numValues = 442368, sparsity = 99.835205078125%, tolerance = 1e-05, totalCycles = 885595, cyclesPerValue = 2.001941822193287
numRows = 16384, numCols = 16384, numValues = 458752, sparsity = 99.8291015625%, tolerance = 1e-05, totalCycles = 918750, cyclesPerValue = 2.002716064453125
numRows = 16384, numCols = 16384, numValues = 475136, sparsity = 99.822998046875%, tolerance = 1e-05, totalCycles = 951156, cyclesPerValue = 2.0018605199353448
numRows = 16384, numCols = 16384, numValues = 491520, sparsity = 99.81689453125%, tolerance = 1e-05, totalCycles = 984021, cyclesPerValue = 2.001995849609375
numRows = 16384, numCols = 16384, numValues = 507904, sparsity = 99.810791015625%, tolerance = 1e-05, totalCycles = 1016869, cyclesPerValue = 2.0020889774445565
numRows = 16384, numCols = 16384, numValues = 524288, sparsity = 99.8046875%, tolerance = 1e-05, totalCycles = 1049693, cyclesPerValue = 2.0021305084228516
numRows = 16384, numCols = 16384, numValues = 540672, sparsity = 99.798583984375%, tolerance = 1e-05, totalCycles = 1082365, cyclesPerValue = 2.001888390743371
numRows = 16384, numCols = 16384, numValues = 557056, sparsity = 99.79248046875%, tolerance = 1e-05, totalCycles = 1115123, cyclesPerValue = 2.0018148983226105
numRows = 16384, numCols = 16384, numValues = 573440, sparsity = 99.786376953125%, tolerance = 1e-05, totalCycles = 1147953, cyclesPerValue = 2.001871163504464
numRows = 16384, numCols = 16384, numValues = 589824, sparsity = 99.7802734375%, tolerance = 1e-05, totalCycles = 1180699, cyclesPerValue = 2.0017818874782987
numRows = 16384, numCols = 16384, numValues = 606208, sparsity = 99.774169921875%, tolerance = 1e-05, totalCycles = 1213408, cyclesPerValue = 2.001636402027027
numRows = 16384, numCols = 16384, numValues = 622592, sparsity = 99.76806640625%, tolerance = 1e-05, totalCycles = 1246274, cyclesPerValue = 2.0017507452713814
numRows = 16384, numCols = 16384, numValues = 638976, sparsity = 99.761962890625%, tolerance = 1e-05, totalCycles = 1278982, cyclesPerValue = 2.0016119541266026
numRows = 16384, numCols = 16384, numValues = 655360, sparsity = 99.755859375%, tolerance = 1e-05, totalCycles = 1311934, cyclesPerValue = 2.0018524169921874
numRows = 16384, numCols = 16384, numValues = 671744, sparsity = 99.749755859375%, tolerance = 1e-05, totalCycles = 1346112, cyclesPerValue = 2.00390625
numRows = 16384, numCols = 16384, numValues = 688128, sparsity = 99.74365234375%, tolerance = 1e-05, totalCycles = 1422260, cyclesPerValue = 2.0668538411458335
numRows = 16384, numCols = 16384, numValues = 704512, sparsity = 99.737548828125%, tolerance = 1e-05, totalCycles = 1533841, cyclesPerValue = 2.1771680255268895
numRows = 16384, numCols = 16384, numValues = 720896, sparsity = 99.7314453125%, tolerance = 1e-05, totalCycles = 1654718, cyclesPerValue = 2.2953629927201704
numRows = 16384, numCols = 16384, numValues = 737280, sparsity = 99.725341796875%, tolerance = 1e-05, totalCycles = 1777917, cyclesPerValue = 2.411454264322917
numRows = 16384, numCols = 16384, numValues = 753664, sparsity = 99.71923828125%, tolerance = 1e-05, totalCycles = 1910584, cyclesPerValue = 2.5350607167119565
numRows = 16384, numCols = 16384, numValues = 770048, sparsity = 99.713134765625%, tolerance = 1e-05, totalCycles = 2041252, cyclesPerValue = 2.6508113779920213
numRows = 16384, numCols = 16384, numValues = 786432, sparsity = 99.70703125%, tolerance = 1e-05, totalCycles = 2178671, cyclesPerValue = 2.7703234354654946
numRows = 16384, numCols = 16384, numValues = 802816, sparsity = 99.700927734375%, tolerance = 1e-05, totalCycles = 2317257, cyclesPerValue = 2.8864110829878826
numRows = 16384, numCols = 16384, numValues = 819200, sparsity = 99.69482421875%, tolerance = 1e-05, totalCycles = 2460288, cyclesPerValue = 3.00328125
numRows = 16384, numCols = 16384, numValues = 835584, sparsity = 99.688720703125%, tolerance = 1e-05, totalCycles = 2601396, cyclesPerValue = 3.1132668887867645
numRows = 16384, numCols = 16384, numValues = 851968, sparsity = 99.6826171875%, tolerance = 1e-05, totalCycles = 2745549, cyclesPerValue = 3.222596388596755
numRows = 16384, numCols = 16384, numValues = 868352, sparsity = 99.676513671875%, tolerance = 1e-05, totalCycles = 2890938, cyclesPerValue = 3.3292236328125
numRows = 16384, numCols = 16384, numValues = 884736, sparsity = 99.67041015625%, tolerance = 1e-05, totalCycles = 3035778, cyclesPerValue = 3.4312811957465277
numRows = 16384, numCols = 16384, numValues = 901120, sparsity = 99.664306640625%, tolerance = 1e-05, totalCycles = 3181565, cyclesPerValue = 3.530678488991477
numRows = 16384, numCols = 16384, numValues = 917504, sparsity = 99.658203125%, tolerance = 1e-05, totalCycles = 3328354, cyclesPerValue = 3.627617972237723
numRows = 16384, numCols = 16384, numValues = 933888, sparsity = 99.652099609375%, tolerance = 1e-05, totalCycles = 3475326, cyclesPerValue = 3.7213520250822367
numRows = 16384, numCols = 16384, numValues = 950272, sparsity = 99.64599609375%, tolerance = 1e-05, totalCycles = 3622413, cyclesPerValue = 3.811974887190194
numRows = 16384, numCols = 16384, numValues = 966656, sparsity = 99.639892578125%, tolerance = 1e-05, totalCycles = 3769364, cyclesPerValue = 3.8993850966631354
numRows = 16384, numCols = 16384, numValues = 983040, sparsity = 99.6337890625%, tolerance = 1e-05, totalCycles = 3916676, cyclesPerValue = 3.9842488606770834
numRows = 16384, numCols = 16384, numValues = 999424, sparsity = 99.627685546875%, tolerance = 1e-05, totalCycles = 4063803, cyclesPerValue = 4.066145099577357
numRows = 16384, numCols = 16384, numValues = 1015808, sparsity = 99.62158203125%, tolerance = 1e-05, totalCycles = 4211472, cyclesPerValue = 4.145933089717742
numRows = 16384, numCols = 16384, numValues = 1032192, sparsity = 99.615478515625%, tolerance = 1e-05, totalCycles = 4358679, cyclesPerValue = 4.222740536644345
numRows = 16384, numCols = 16384, numValues = 1048576, sparsity = 99.609375%, tolerance = 1e-05, totalCycles = 4506207, cyclesPerValue = 4.297453880310059
numRows = 16384, numCols = 16384, numValues = 1064960, sparsity = 99.603271484375%, tolerance = 1e-05, totalCycles = 4653581, cyclesPerValue = 4.369723745492789
numRows = 16384, numCols = 16384, numValues = 1081344, sparsity = 99.59716796875%, tolerance = 1e-05, totalCycles = 4801011, cyclesPerValue = 4.439855402166193
numRows = 16384, numCols = 16384, numValues = 1097728, sparsity = 99.591064453125%, tolerance = 1e-05, totalCycles = 4948449, cyclesPerValue = 4.50790086433069
numRows = 16384, numCols = 16384, numValues = 1114112, sparsity = 99.5849609375%, tolerance = 1e-05, totalCycles = 5095900, cyclesPerValue = 4.573956657858456
numRows = 16384, numCols = 16384, numValues = 1130496, sparsity = 99.578857421875%, tolerance = 1e-05, totalCycles = 5243350, cyclesPerValue = 4.638096906136775
numRows = 16384, numCols = 16384, numValues = 1146880, sparsity = 99.57275390625%, tolerance = 1e-05, totalCycles = 5390869, cyclesPerValue = 4.700464739118304
numRows = 16384, numCols = 16384, numValues = 1163264, sparsity = 99.566650390625%, tolerance = 1e-05, totalCycles = 5538263, cyclesPerValue = 4.760968275473151
numRows = 16384, numCols = 16384, numValues = 1179648, sparsity = 99.560546875%, tolerance = 1e-05, totalCycles = 5685719, cyclesPerValue = 4.8198437160915795
numRows = 16384, numCols = 16384, numValues = 1196032, sparsity = 99.554443359375%, tolerance = 1e-05, totalCycles = 5833207, cyclesPerValue = 4.877132886076627
numRows = 16384, numCols = 16384, numValues = 1212416, sparsity = 99.54833984375%, tolerance = 1e-05, totalCycles = 5980631, cyclesPerValue = 4.93282091295397
numRows = 16384, numCols = 16384, numValues = 1228800, sparsity = 99.542236328125%, tolerance = 1e-05, totalCycles = 6128088, cyclesPerValue = 4.98705078125
stripe index = 1
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 32985, cyclesPerValue = 2.01324462890625
numRows = 16384, numCols = 16384, numValues = 32768, sparsity = 99.98779296875%, tolerance = 1e-05, totalCycles = 65766, cyclesPerValue = 2.00701904296875
numRows = 16384, numCols = 16384, numValues = 49152, sparsity = 99.981689453125%, tolerance = 1e-05, totalCycles = 98497, cyclesPerValue = 2.0039265950520835
numRows = 16384, numCols = 16384, numValues = 65536, sparsity = 99.9755859375%, tolerance = 1e-05, totalCycles = 131302, cyclesPerValue = 2.003509521484375
numRows = 16384, numCols = 16384, numValues = 81920, sparsity = 99.969482421875%, tolerance = 1e-05, totalCycles = 164132, cyclesPerValue = 2.003564453125
numRows = 16384, numCols = 16384, numValues = 98304, sparsity = 99.96337890625%, tolerance = 1e-05, totalCycles = 196833, cyclesPerValue = 2.002288818359375
numRows = 16384, numCols = 16384, numValues = 114688, sparsity = 99.957275390625%, tolerance = 1e-05, totalCycles = 229670, cyclesPerValue = 2.0025634765625
numRows = 16384, numCols = 16384, numValues = 131072, sparsity = 99.951171875%, tolerance = 1e-05, totalCycles = 262402, cyclesPerValue = 2.0019683837890625
numRows = 16384, numCols = 16384, numValues = 147456, sparsity = 99.945068359375%, tolerance = 1e-05, totalCycles = 295189, cyclesPerValue = 2.0018785264756946
numRows = 16384, numCols = 16384, numValues = 163840, sparsity = 99.93896484375%, tolerance = 1e-05, totalCycles = 327918, cyclesPerValue = 2.00145263671875
numRows = 16384, numCols = 16384, numValues = 180224, sparsity = 99.932861328125%, tolerance = 1e-05, totalCycles = 360747, cyclesPerValue = 2.0016590465198862
numRows = 16384, numCols = 16384, numValues = 196608, sparsity = 99.9267578125%, tolerance = 1e-05, totalCycles = 393612, cyclesPerValue = 2.00201416015625
numRows = 16384, numCols = 16384, numValues = 212992, sparsity = 99.920654296875%, tolerance = 1e-05, totalCycles = 426317, cyclesPerValue = 2.0015634390024037
numRows = 16384, numCols = 16384, numValues = 229376, sparsity = 99.91455078125%, tolerance = 1e-05, totalCycles = 459100, cyclesPerValue = 2.0015171595982144
numRows = 16384, numCols = 16384, numValues = 245760, sparsity = 99.908447265625%, tolerance = 1e-05, totalCycles = 491800, cyclesPerValue = 2.0011393229166665
numRows = 16384, numCols = 16384, numValues = 262144, sparsity = 99.90234375%, tolerance = 1e-05, totalCycles = 524700, cyclesPerValue = 2.0015716552734375
numRows = 16384, numCols = 16384, numValues = 278528, sparsity = 99.896240234375%, tolerance = 1e-05, totalCycles = 557477, cyclesPerValue = 2.0015115176930145
numRows = 16384, numCols = 16384, numValues = 294912, sparsity = 99.89013671875%, tolerance = 1e-05, totalCycles = 590146, cyclesPerValue = 2.0010918511284723
numRows = 16384, numCols = 16384, numValues = 311296, sparsity = 99.884033203125%, tolerance = 1e-05, totalCycles = 622935, cyclesPerValue = 2.0011018451891447
numRows = 16384, numCols = 16384, numValues = 327680, sparsity = 99.8779296875%, tolerance = 1e-05, totalCycles = 655684, cyclesPerValue = 2.00098876953125
numRows = 16384, numCols = 16384, numValues = 344064, sparsity = 99.871826171875%, tolerance = 1e-05, totalCycles = 688511, cyclesPerValue = 2.0011131649925593
numRows = 16384, numCols = 16384, numValues = 360448, sparsity = 99.86572265625%, tolerance = 1e-05, totalCycles = 721318, cyclesPerValue = 2.0011707652698862
numRows = 16384, numCols = 16384, numValues = 376832, sparsity = 99.859619140625%, tolerance = 1e-05, totalCycles = 754054, cyclesPerValue = 2.001034943953804
numRows = 16384, numCols = 16384, numValues = 393216, sparsity = 99.853515625%, tolerance = 1e-05, totalCycles = 786865, cyclesPerValue = 2.0011011759440103
numRows = 16384, numCols = 16384, numValues = 409600, sparsity = 99.847412109375%, tolerance = 1e-05, totalCycles = 819647, cyclesPerValue = 2.00109130859375
numRows = 16384, numCols = 16384, numValues = 425984, sparsity = 99.84130859375%, tolerance = 1e-05, totalCycles = 852326, cyclesPerValue = 2.0008404071514425
numRows = 16384, numCols = 16384, numValues = 442368, sparsity = 99.835205078125%, tolerance = 1e-05, totalCycles = 885154, cyclesPerValue = 2.0009449146412037
numRows = 16384, numCols = 16384, numValues = 458752, sparsity = 99.8291015625%, tolerance = 1e-05, totalCycles = 917948, cyclesPerValue = 2.0009678431919644
numRows = 16384, numCols = 16384, numValues = 475136, sparsity = 99.822998046875%, tolerance = 1e-05, totalCycles = 950805, cyclesPerValue = 2.0011217840786637
numRows = 16384, numCols = 16384, numValues = 491520, sparsity = 99.81689453125%, tolerance = 1e-05, totalCycles = 983489, cyclesPerValue = 2.0009134928385417
numRows = 16384, numCols = 16384, numValues = 507904, sparsity = 99.810791015625%, tolerance = 1e-05, totalCycles = 1016366, cyclesPerValue = 2.0010986328125
numRows = 16384, numCols = 16384, numValues = 524288, sparsity = 99.8046875%, tolerance = 1e-05, totalCycles = 1048953, cyclesPerValue = 2.0007190704345703
numRows = 16384, numCols = 16384, numValues = 540672, sparsity = 99.798583984375%, tolerance = 1e-05, totalCycles = 1081805, cyclesPerValue = 2.0008526426373106
numRows = 16384, numCols = 16384, numValues = 557056, sparsity = 99.79248046875%, tolerance = 1e-05, totalCycles = 1114606, cyclesPerValue = 2.0008868049172794
numRows = 16384, numCols = 16384, numValues = 573440, sparsity = 99.786376953125%, tolerance = 1e-05, totalCycles = 1147430, cyclesPerValue = 2.0009591238839284
numRows = 16384, numCols = 16384, numValues = 589824, sparsity = 99.7802734375%, tolerance = 1e-05, totalCycles = 1180064, cyclesPerValue = 2.000705295138889
numRows = 16384, numCols = 16384, numValues = 606208, sparsity = 99.774169921875%, tolerance = 1e-05, totalCycles = 1212883, cyclesPerValue = 2.000770362647804
numRows = 16384, numCols = 16384, numValues = 622592, sparsity = 99.76806640625%, tolerance = 1e-05, totalCycles = 1245644, cyclesPerValue = 2.0007388466282894
numRows = 16384, numCols = 16384, numValues = 638976, sparsity = 99.761962890625%, tolerance = 1e-05, totalCycles = 1278542, cyclesPerValue = 2.000923352363782
numRows = 16384, numCols = 16384, numValues = 655360, sparsity = 99.755859375%, tolerance = 1e-05, totalCycles = 1311360, cyclesPerValue = 2.0009765625
numRows = 16384, numCols = 16384, numValues = 671744, sparsity = 99.749755859375%, tolerance = 1e-05, totalCycles = 1345459, cyclesPerValue = 2.002934153487043
numRows = 16384, numCols = 16384, numValues = 688128, sparsity = 99.74365234375%, tolerance = 1e-05, totalCycles = 1418217, cyclesPerValue = 2.060978480747768
numRows = 16384, numCols = 16384, numValues = 704512, sparsity = 99.737548828125%, tolerance = 1e-05, totalCycles = 1534307, cyclesPerValue = 2.177829476289971
numRows = 16384, numCols = 16384, numValues = 720896, sparsity = 99.7314453125%, tolerance = 1e-05, totalCycles = 1654916, cyclesPerValue = 2.2956376509232954
numRows = 16384, numCols = 16384, numValues = 737280, sparsity = 99.725341796875%, tolerance = 1e-05, totalCycles = 1779567, cyclesPerValue = 2.4136922200520834
numRows = 16384, numCols = 16384, numValues = 753664, sparsity = 99.71923828125%, tolerance = 1e-05, totalCycles = 1906454, cyclesPerValue = 2.5295808211616846
numRows = 16384, numCols = 16384, numValues = 770048, sparsity = 99.713134765625%, tolerance = 1e-05, totalCycles = 2041058, cyclesPerValue = 2.6505594456449466
numRows = 16384, numCols = 16384, numValues = 786432, sparsity = 99.70703125%, tolerance = 1e-05, totalCycles = 2177194, cyclesPerValue = 2.7684453328450522
numRows = 16384, numCols = 16384, numValues = 802816, sparsity = 99.700927734375%, tolerance = 1e-05, totalCycles = 2317576, cyclesPerValue = 2.8868084343112246
numRows = 16384, numCols = 16384, numValues = 819200, sparsity = 99.69482421875%, tolerance = 1e-05, totalCycles = 2458965, cyclesPerValue = 3.001666259765625
numRows = 16384, numCols = 16384, numValues = 835584, sparsity = 99.688720703125%, tolerance = 1e-05, totalCycles = 2602121, cyclesPerValue = 3.1141345454197302
numRows = 16384, numCols = 16384, numValues = 851968, sparsity = 99.6826171875%, tolerance = 1e-05, totalCycles = 2745723, cyclesPerValue = 3.2228006216195912
numRows = 16384, numCols = 16384, numValues = 868352, sparsity = 99.676513671875%, tolerance = 1e-05, totalCycles = 2890269, cyclesPerValue = 3.328453207915684
numRows = 16384, numCols = 16384, numValues = 884736, sparsity = 99.67041015625%, tolerance = 1e-05, totalCycles = 3036225, cyclesPerValue = 3.4317864312065973
numRows = 16384, numCols = 16384, numValues = 901120, sparsity = 99.664306640625%, tolerance = 1e-05, totalCycles = 3181812, cyclesPerValue = 3.5309525923295455
numRows = 16384, numCols = 16384, numValues = 917504, sparsity = 99.658203125%, tolerance = 1e-05, totalCycles = 3328494, cyclesPerValue = 3.627770560128348
numRows = 16384, numCols = 16384, numValues = 933888, sparsity = 99.652099609375%, tolerance = 1e-05, totalCycles = 3475081, cyclesPerValue = 3.7210896809895835
numRows = 16384, numCols = 16384, numValues = 950272, sparsity = 99.64599609375%, tolerance = 1e-05, totalCycles = 3622147, cyclesPerValue = 3.811694967335668
numRows = 16384, numCols = 16384, numValues = 966656, sparsity = 99.639892578125%, tolerance = 1e-05, totalCycles = 3769392, cyclesPerValue = 3.8994140625
numRows = 16384, numCols = 16384, numValues = 983040, sparsity = 99.6337890625%, tolerance = 1e-05, totalCycles = 3916883, cyclesPerValue = 3.9844594319661457
numRows = 16384, numCols = 16384, numValues = 999424, sparsity = 99.627685546875%, tolerance = 1e-05, totalCycles = 4064025, cyclesPerValue = 4.066367227523053
numRows = 16384, numCols = 16384, numValues = 1015808, sparsity = 99.62158203125%, tolerance = 1e-05, totalCycles = 4211362, cyclesPerValue = 4.145824801537298
numRows = 16384, numCols = 16384, numValues = 1032192, sparsity = 99.615478515625%, tolerance = 1e-05, totalCycles = 4358782, cyclesPerValue = 4.222840324280754
numRows = 16384, numCols = 16384, numValues = 1048576, sparsity = 99.609375%, tolerance = 1e-05, totalCycles = 4506100, cyclesPerValue = 4.297351837158203
numRows = 16384, numCols = 16384, numValues = 1064960, sparsity = 99.603271484375%, tolerance = 1e-05, totalCycles = 4653672, cyclesPerValue = 4.3698091947115385
numRows = 16384, numCols = 16384, numValues = 1081344, sparsity = 99.59716796875%, tolerance = 1e-05, totalCycles = 4801015, cyclesPerValue = 4.439859101266572
numRows = 16384, numCols = 16384, numValues = 1097728, sparsity = 99.591064453125%, tolerance = 1e-05, totalCycles = 4948487, cyclesPerValue = 4.5079354812849814
numRows = 16384, numCols = 16384, numValues = 1114112, sparsity = 99.5849609375%, tolerance = 1e-05, totalCycles = 5095918, cyclesPerValue = 4.573972814223346
numRows = 16384, numCols = 16384, numValues = 1130496, sparsity = 99.578857421875%, tolerance = 1e-05, totalCycles = 5243384, cyclesPerValue = 4.638126981431159
numRows = 16384, numCols = 16384, numValues = 1146880, sparsity = 99.57275390625%, tolerance = 1e-05, totalCycles = 5390807, cyclesPerValue = 4.700410679408482
numRows = 16384, numCols = 16384, numValues = 1163264, sparsity = 99.566650390625%, tolerance = 1e-05, totalCycles = 5538263, cyclesPerValue = 4.760968275473151
numRows = 16384, numCols = 16384, numValues = 1179648, sparsity = 99.560546875%, tolerance = 1e-05, totalCycles = 5685719, cyclesPerValue = 4.8198437160915795
numRows = 16384, numCols = 16384, numValues = 1196032, sparsity = 99.554443359375%, tolerance = 1e-05, totalCycles = 5833175, cyclesPerValue = 4.877106130939641
numRows = 16384, numCols = 16384, numValues = 1212416, sparsity = 99.54833984375%, tolerance = 1e-05, totalCycles = 5980659, cyclesPerValue = 4.932844007337415
numRows = 16384, numCols = 16384, numValues = 1228800, sparsity = 99.542236328125%, tolerance = 1e-05, totalCycles = 6128167, cyclesPerValue = 4.987115071614583
stripe index = 2
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 32979, cyclesPerValue = 2.01287841796875
numRows = 16384, numCols = 16384, numValues = 32768, sparsity = 99.98779296875%, tolerance = 1e-05, totalCycles = 65733, cyclesPerValue = 2.006011962890625
numRows = 16384, numCols = 16384, numValues = 49152, sparsity = 99.981689453125%, tolerance = 1e-05, totalCycles = 98571, cyclesPerValue = 2.00543212890625
numRows = 16384, numCols = 16384, numValues = 65536, sparsity = 99.9755859375%, tolerance = 1e-05, totalCycles = 131388, cyclesPerValue = 2.00482177734375
numRows = 16384, numCols = 16384, numValues = 81920, sparsity = 99.969482421875%, tolerance = 1e-05, totalCycles = 164077, cyclesPerValue = 2.00289306640625
numRows = 16384, numCols = 16384, numValues = 98304, sparsity = 99.96337890625%, tolerance = 1e-05, totalCycles = 196871, cyclesPerValue = 2.0026753743489585
numRows = 16384, numCols = 16384, numValues = 114688, sparsity = 99.957275390625%, tolerance = 1e-05, totalCycles = 229666, cyclesPerValue = 2.002528599330357
numRows = 16384, numCols = 16384, numValues = 131072, sparsity = 99.951171875%, tolerance = 1e-05, totalCycles = 262399, cyclesPerValue = 2.0019454956054688
numRows = 16384, numCols = 16384, numValues = 147456, sparsity = 99.945068359375%, tolerance = 1e-05, totalCycles = 295166, cyclesPerValue = 2.0017225477430554
numRows = 16384, numCols = 16384, numValues = 163840, sparsity = 99.93896484375%, tolerance = 1e-05, totalCycles = 327935, cyclesPerValue = 2.001556396484375
numRows = 16384, numCols = 16384, numValues = 180224, sparsity = 99.932861328125%, tolerance = 1e-05, totalCycles = 360769, cyclesPerValue = 2.0017811168323862
numRows = 16384, numCols = 16384, numValues = 196608, sparsity = 99.9267578125%, tolerance = 1e-05, totalCycles = 393605, cyclesPerValue = 2.001978556315104
numRows = 16384, numCols = 16384, numValues = 212992, sparsity = 99.920654296875%, tolerance = 1e-05, totalCycles = 426329, cyclesPerValue = 2.0016197791466346
numRows = 16384, numCols = 16384, numValues = 229376, sparsity = 99.91455078125%, tolerance = 1e-05, totalCycles = 459012, cyclesPerValue = 2.001133510044643
numRows = 16384, numCols = 16384, numValues = 245760, sparsity = 99.908447265625%, tolerance = 1e-05, totalCycles = 491871, cyclesPerValue = 2.00142822265625
numRows = 16384, numCols = 16384, numValues = 262144, sparsity = 99.90234375%, tolerance = 1e-05, totalCycles = 524614, cyclesPerValue = 2.0012435913085938
numRows = 16384, numCols = 16384, numValues = 278528, sparsity = 99.896240234375%, tolerance = 1e-05, totalCycles = 557489, cyclesPerValue = 2.0015546013327206
numRows = 16384, numCols = 16384, numValues = 294912, sparsity = 99.89013671875%, tolerance = 1e-05, totalCycles = 590215, cyclesPerValue = 2.0013258192274304
numRows = 16384, numCols = 16384, numValues = 311296, sparsity = 99.884033203125%, tolerance = 1e-05, totalCycles = 623017, cyclesPerValue = 2.0013652600740133
numRows = 16384, numCols = 16384, numValues = 327680, sparsity = 99.8779296875%, tolerance = 1e-05, totalCycles = 655662, cyclesPerValue = 2.000921630859375
numRows = 16384, numCols = 16384, numValues = 344064, sparsity = 99.871826171875%, tolerance = 1e-05, totalCycles = 688603, cyclesPerValue = 2.0013805571056547
numRows = 16384, numCols = 16384, numValues = 360448, sparsity = 99.86572265625%, tolerance = 1e-05, totalCycles = 721296, cyclesPerValue = 2.0011097301136362
numRows = 16384, numCols = 16384, numValues = 376832, sparsity = 99.859619140625%, tolerance = 1e-05, totalCycles = 754027, cyclesPerValue = 2.000963293987772
numRows = 16384, numCols = 16384, numValues = 393216, sparsity = 99.853515625%, tolerance = 1e-05, totalCycles = 786773, cyclesPerValue = 2.0008672078450522
numRows = 16384, numCols = 16384, numValues = 409600, sparsity = 99.847412109375%, tolerance = 1e-05, totalCycles = 819582, cyclesPerValue = 2.0009326171875
numRows = 16384, numCols = 16384, numValues = 425984, sparsity = 99.84130859375%, tolerance = 1e-05, totalCycles = 852334, cyclesPerValue = 2.000859187199519
numRows = 16384, numCols = 16384, numValues = 442368, sparsity = 99.835205078125%, tolerance = 1e-05, totalCycles = 885213, cyclesPerValue = 2.0010782877604165
numRows = 16384, numCols = 16384, numValues = 458752, sparsity = 99.8291015625%, tolerance = 1e-05, totalCycles = 917829, cyclesPerValue = 2.000708443777902
